Nom du Produit en Français	AGB 3.1  Score unique EF (mPt/kg de produit)
Soupe marocaine, déshydratée reconstituée	0.51834273
Soupe minestrone, déshydratée reconstituée	0.24001777
Soupe minestrone, préemballée à réchauffer	0.10410747
Soupe pour bébé légumes et pomme de terre	0.073520935
Soupe pour bébé légumes, céréales et lait	0.087189924
Spécialité à base de crème légère 8% MG, fluide ou épaisse	0.20550195
Spécialité chinoise ou bouchées à la vapeur, cuite	0.37887856
Spécialité fromagère fondante au fromage blanc et aux noix	0.5912316
Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes)	0.47513703
Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère	0.43954026
Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère	0.47513703
Spécialité végétale type fromage à tartiner, au soja, préemballée	0.31059371
Spécialité végétale type fromage en tranche, sans soja, préemballée	0.53631446
Spécialité végétale type fromage râpé, sans soja, préemballée	0.53771343
Spécialité végétale type jambon cuit, préemballée	0.2215142
Spéculoos	0.43431828
Spiruline (Spirulina sp.), séchée ou déshydratée	1.2318794
Sprat, cru	0.24578546
Substitut de repas hypocalorique, crème dessert	0.26778373
Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé	0.26778373
Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake	0.26778373
Substitut de repas hypocalorique, prêt à boire	0.26778373
Sucre blanc	0.1220933
Sucre roux	0.39472147
Sucre vanillé	0.1220933
Sureau, baie, crue	0.17443215
Surimi, bâtonnets, tranche ou râpé saveur crabe	1.0980964
Surimi, fourré au fromage	1.0980964
Sushi ou Maki aux produits de la mer	0.45699483
Taboulé ou Salade de couscous au poulet, préemballé	0.28233741
Taboulé ou Salade de couscous, préemballé	0.13537191
Tacaud, cru	1.8946113
Tahin ou Purée de sésame	0.55322608
Tajine de mouton	3.1716785
Tajine de poulet	0.74642018
Tamarin, fruit immature, pulpe, cru	0.12447489
Tapenade	0.32266628
Tapioca ou Perles du Japon, cru	0.10455662
Tarama, préemballé	0.22159364
Taro, tubercule, cru	0.087603517
Taro, tubercule, cuit	0.1667678
Tarte à l'oignon	0.33763688
Tarte à la provençale	0.26048026
Tarte à la tomate	0.26048026
Tarte au chocolat, fabrication artisanale	0.52618161
Tarte au citron	0.36392443
Tarte au fromage	0.4009943
Tarte au maroilles ou Flamiche au maroilles	0.49436366
Tarte au saumon	0.43639597
Tarte aux abricots	0.2139778
Tarte aux fraises	0.29812884
Tarte aux fruits et crème pâtissière	0.38812874
Tarte aux fruits rouges	0.38812874
Tarte aux légumes	0.26048026
Tarte aux noix de Saint-Jacques	0.56878501
Tarte aux poires amandine	0.3620599
Tarte épinard chèvre	0.49436366
Tarte normande aux pommes (garniture farine, œufs, crème, sucre, calvados)	0.3620599
Tarte ou tartelette aux fruits	0.56138521
Tarte ou tartelette aux pommes	0.19970743
Tarte ou Tourte aux poireaux	0.34885039
Tarte Tatin aux pommes	0.23565725
Tartiflette	0.31027488
Tartine craquante, extrudée et grillée	0.18856255
Tartine craquante, extrudée et grillée, fourrée au chocolat	0.19263688
Tartine craquante, extrudée et grillée, fourrée aux fruits	0.19263688
Tempeh	0.13106838
Terrine de canard	0.98403119
Terrine de fruits de mer, avec ou sans poisson	1.3379843
Terrine de lapin	0.83267584
Terrine de poisson	1.3379843
Terrine ou mousse de légumes	0.19263906
Tétragone cornue, cuite	0.088158663
Thé infusé, non sucré	0.012977799
Thé noir, infusé, non sucré	0.012977799
Thé oolong, infusé, non sucré	0.012977799
Thé vert, infusé, non sucré	0.012977799
Thon à l'huile, appertisé, égoutté	0.85878012
Thon albacore ou thon jaune, au naturel, appertisé, égoutté	0.68305647
Thon albacore ou thon jaune, cru	0.72489468
Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté	1.6378526
Thon germon ou thon blanc, cru	1.4905887
Thon germon ou thon blanc, cuit à la vapeur sous pression	1.8516895
Thon listao ou Bonite à ventre rayé, cru	0.72084417
Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé	0.85876976
Thon, au naturel, appertisé, égoutté	2.073024
Thon, cru	0.72489468
Thon, rôti/cuit au four	0.91385042
Thym, frais	0.13208131
Thym, séché	0.39831561
Tielle sétoise	0.46627528
Tiramisu, rayon frais	1.6563174
Tisane infusée, non sucrée	0.012977799
Toasts ou Canapés salés, garnitures diverses	0.20163305
Tofu fumé, préemballé	0.16132879
Tofu, nature	0.089274392
Tomate à la provençale	0.15761443
Tomate cerise, crue	0.067573554
Tomate de saison, crue	0.067573554
Tomate farcie	0.60113324
Tomate hors saison, crue	0.1887158
Tomate verte, crue	0.092358339
Tomate, concentré, appertisé	0.38095069
Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)	0.10335777
Tomate, crue	0.092358339
Tomate, double concentré, appertisé	0.59271058
Tomate, pelée, appertisée, égouttée	0.17111863
Tomate, pulpe et peau, bouillie/cuite à l'eau	0.1488406
Tomate, pulpe et peau, rôtie/cuite au four	0.16841924
Tomate, pulpe, appertisée	0.13147132
Tomate, purée, appertisée	0.10335777
Tomate, séchée	1.7942259
Tomate, séchée, à l'huile	1.7942259
Tome des Bauges	0.54734811
Tomme ou tome de montagne ou de Savoie	0.54038779
Tomme ou tome de vache	0.54413332
Tomme ou tome, allégée en matière grasse, environ 13% MG	0.54038779
Tonic ou bitter, non sucré, avec édulcorants	0.095238345
Tonic ou bitter, sucré	0.095238345
Tonic ou bitter, sucré, avec édulcorants	0.095238345
Topinambour, cru	0.063545117
Topinambour, cuit	0.12907826
Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons)	0.30951167
Tortilla souple (à garnir), à base de blé	0.16374932
Tortilla souple (à garnir), à base de maïs	0.16374932
Tournesol, graine	0.41832828
Tournesol, graine, grillé, salé	0.41832828
Tourte au riesling	1.5149386
Tripes à la mode de Caen	2.270651
Tripes à la mode de Caen, préemballées	2.270651
Tripes à la tomate ou à la provençale	2.0245893
Tripes, boeuf, crues	2.6715215
Truite arc en ciel, crue, élevage	1.383784
Truite arc en ciel, élevage, cuite à la vapeur	1.7183925
Truite arc en ciel, élevage, rôtie/cuite au four	1.7183925
Truite d'élevage, crue	1.2632164
Truite d'élevage, fumée	1.5595232
Truite de mer, crue	1.383784
Truite saumonée, crue	1.383784
Truite, cuite à la vapeur	1.5711724
Truite, rôtie/cuite au four	1.5711724
Turbot d'élevage, cru	1.9024819
Turbot sauvage, cru	1.5716205
Turbot, cru	1.9024819
Turbot, rôti/cuit au four	2.3517527
Valençay (fromage de chèvre)	0.98243216
Vanille, extrait alcoolique	0.25104274
Vanille, extrait aqueux	0.25104274
Veau, carré, cru	1.41172
Veau, carré, sauté/poêlé	1.7962716
Veau, collier, braisé ou bouilli	2.2591895
Veau, collier, cru	1.7679378
Veau, côte, crue	1.7679378
Veau, côte, grillée/poêlée	2.2462715
Veau, épaule, braisée ou bouillie	1.8051117
Veau, épaule, crue	1.41172
Veau, épaule, grillée/poêlée	1.7962716
Veau, escalope panée, cuite	1.7948205
Veau, escalope, crue	1.7567699
Veau, escalope, cuite	2.2508458
Veau, filet, cru	1.7567699
Veau, filet, rôti/cuit au four	2.2508458
Veau, jarret, braisé ou bouilli	2.2591895
Veau, jarret, cru	1.7679378
Veau, noix, crue	1.7567699
Veau, noix, grillée/poêlée	2.2321582
Veau, noix, rôtie	2.2508458
Veau, pied, cru	1.7679378
Veau, poitrine, crue	1.41172
Veau, rôti, cru	2.1992502
Veau, rôti, cuit	2.809812
Veau, steak haché 15% MG, cru	2.1765142
Veau, steak haché 20% MG, cru	2.1765142
Veau, tête, bouillie/cuite à l'eau	2.2591895
Vermicelle de riz, cuite, non salée	0.36350832
Vermicelle de riz, sèche	0.41315713
Vin blanc mousseux	0.18491517
Vin blanc mousseux aromatisé	0.18491517
Vin blanc sec	0.18491517
Vin doux	0.17157939
Vin rosé	0.17388479
Vin rouge	0.19032762
Vinaigre	0.18786379
Vinaigre balsamique	0.18786379
Vinaigre de cidre	0.12821605
Vivaneau, cru	0.81624389
Vivaneau, cuit	1.0253931
Vodka	0.11980418
Volaille, croquette panée ou nuggets	0.8611308
Wakamé (Undaria pinnatifida), séchée ou déshydratée	1.2318794
Wakamé atlantique (Alaria esculenta), séchée ou déshydratée	1.2052509
Whisky	0.11980418
Wrap végétarien	0.27761748
Yakitori (brochettes japonaises grillées en sauce)	0.9973106
Yaourt à la grecque, au lait de brebis	0.29611041
Yaourt à la grecque, nature	0.22276029
Yaourt à la grecque, sur lit de fruits	0.25263931
Yaourt au lait de chèvre, nature, 5% MG environ	0.24496995
Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG	0.1618599
Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré	0.1618599
Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème	0.16864215
Yaourt, lait fermenté ou spécialité laitière, aux céréales	0.25905948
Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG	0.25905948
Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré	0.39649642
Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG	0.25263931
Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D	0.25263931
Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré	0.25263931
Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème	0.25263931
Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D	0.25263931
Yaourt, lait fermenté ou spécialité laitière, nature	0.22276029
Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG	0.22276029
Yaourt, lait fermenté ou spécialité laitière, nature, à la crème	0.22626874
Yaourt, lait fermenté ou spécialité laitière, nature, sucré	0.16489888
